time_step,item,unit,seed_0,mean_activation,std_activation
0,0,0,-0.23565809428691864,-0.23565809428691864,0.0
0,0,1,-0.23565809428691864,-0.23565809428691864,0.0
0,0,2,-0.23565809428691864,-0.23565809428691864,0.0
0,0,3,-0.23565809428691864,-0.23565809428691864,0.0
0,0,4,-0.23565809428691864,-0.23565809428691864,0.0
0,0,5,-0.23565809428691864,-0.23565809428691864,0.0
0,0,6,-0.23565809428691864,-0.23565809428691864,0.0
0,0,7,-0.23565809428691864,-0.23565809428691864,0.0
0,0,8,-0.23565809428691864,-0.23565809428691864,0.0
0,0,9,-0.23565809428691864,-0.23565809428691864,0.0
0,0,10,-0.23565809428691864,-0.23565809428691864,0.0
0,0,11,-0.23565809428691864,-0.23565809428691864,0.0
0,0,12,-0.23565809428691864,-0.23565809428691864,0.0
0,0,13,-0.23565809428691864,-0.23565809428691864,0.0
0,0,14,-0.23565809428691864,-0.23565809428691864,0.0
0,0,15,-0.23565809428691864,-0.23565809428691864,0.0
0,0,16,-0.23565809428691864,-0.23565809428691864,0.0
0,0,17,-0.23565809428691864,-0.23565809428691864,0.0
0,0,18,-0.23565809428691864,-0.23565809428691864,0.0
0,0,19,-0.23565809428691864,-0.23565809428691864,0.0
0,1,0,0.1553947776556015,0.1553947776556015,0.0
0,1,1,0.1553947776556015,0.1553947776556015,0.0
0,1,2,0.1553947776556015,0.1553947776556015,0.0
0,1,3,0.1553947776556015,0.1553947776556015,0.0
0,1,4,0.1553947776556015,0.1553947776556015,0.0
0,1,5,0.1553947776556015,0.1553947776556015,0.0
0,1,6,0.1553947776556015,0.1553947776556015,0.0
0,1,7,0.1553947776556015,0.1553947776556015,0.0
0,1,8,0.1553947776556015,0.1553947776556015,0.0
0,1,9,0.1553947776556015,0.1553947776556015,0.0
0,1,10,0.1553947776556015,0.1553947776556015,0.0
0,1,11,0.1553947776556015,0.1553947776556015,0.0
0,1,12,0.1553947776556015,0.1553947776556015,0.0
0,1,13,0.1553947776556015,0.1553947776556015,0.0
0,1,14,0.1553947776556015,0.1553947776556015,0.0
0,1,15,0.1553947776556015,0.1553947776556015,0.0
0,1,16,0.1553947776556015,0.1553947776556015,0.0
0,1,17,0.1553947776556015,0.1553947776556015,0.0
0,1,18,0.1553947776556015,0.1553947776556015,0.0
0,1,19,0.1553947776556015,0.1553947776556015,0.0
0,2,0,0.4717918634414673,0.4717918634414673,0.0
0,2,1,0.4717918634414673,0.4717918634414673,0.0
0,2,2,0.4717918634414673,0.4717918634414673,0.0
0,2,3,0.4717918634414673,0.4717918634414673,0.0
0,2,4,0.4717918634414673,0.4717918634414673,0.0
0,2,5,0.4717918634414673,0.4717918634414673,0.0
0,2,6,0.4717918634414673,0.4717918634414673,0.0
0,2,7,0.4717918634414673,0.4717918634414673,0.0
0,2,8,0.4717918634414673,0.4717918634414673,0.0
0,2,9,0.4717918634414673,0.4717918634414673,0.0
0,2,10,0.4717918634414673,0.4717918634414673,0.0
0,2,11,0.4717918634414673,0.4717918634414673,0.0
0,2,12,0.4717918634414673,0.4717918634414673,0.0
0,2,13,0.4717918634414673,0.4717918634414673,0.0
0,2,14,0.4717918634414673,0.4717918634414673,0.0
0,2,15,0.4717918634414673,0.4717918634414673,0.0
0,2,16,0.4717918634414673,0.4717918634414673,0.0
0,2,17,0.4717918634414673,0.4717918634414673,0.0
0,2,18,0.4717918634414673,0.4717918634414673,0.0
0,2,19,0.4717918634414673,0.4717918634414673,0.0
0,3,0,-0.2513141930103302,-0.2513141930103302,0.0
0,3,1,-0.2513141930103302,-0.2513141930103302,0.0
0,3,2,-0.2513141930103302,-0.2513141930103302,0.0
0,3,3,-0.2513141930103302,-0.2513141930103302,0.0
0,3,4,-0.2513141930103302,-0.2513141930103302,0.0
0,3,5,-0.2513141930103302,-0.2513141930103302,0.0
0,3,6,-0.2513141930103302,-0.2513141930103302,0.0
0,3,7,-0.2513141930103302,-0.2513141930103302,0.0
0,3,8,-0.2513141930103302,-0.2513141930103302,0.0
0,3,9,-0.2513141930103302,-0.2513141930103302,0.0
0,3,10,-0.2513141930103302,-0.2513141930103302,0.0
0,3,11,-0.2513141930103302,-0.2513141930103302,0.0
0,3,12,-0.2513141930103302,-0.2513141930103302,0.0
0,3,13,-0.2513141930103302,-0.2513141930103302,0.0
0,3,14,-0.2513141930103302,-0.2513141930103302,0.0
0,3,15,-0.2513141930103302,-0.2513141930103302,0.0
0,3,16,-0.2513141930103302,-0.2513141930103302,0.0
0,3,17,-0.2513141930103302,-0.2513141930103302,0.0
0,3,18,-0.2513141930103302,-0.2513141930103302,0.0
0,3,19,-0.2513141930103302,-0.2513141930103302,0.0
0,4,0,0.083841972053051,0.083841972053051,0.0
0,4,1,0.083841972053051,0.083841972053051,0.0
0,4,2,0.083841972053051,0.083841972053051,0.0
0,4,3,0.083841972053051,0.083841972053051,0.0
0,4,4,0.083841972053051,0.083841972053051,0.0
0,4,5,0.083841972053051,0.083841972053051,0.0
0,4,6,0.083841972053051,0.083841972053051,0.0
0,4,7,0.083841972053051,0.083841972053051,0.0
0,4,8,0.083841972053051,0.083841972053051,0.0
